age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,remediation_timestamp
32.0,State-Gov,542265.0,Hs-Grad,9.0,Never-Married,Adm-Clerical,Not-In-Family,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
38.0,Private,193026.0,11th,7.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
21.0,Private,25505.0,Assoc-Voc,11.0,Never-Married,Adm-Clerical,Unmarried,Black,Female,0,0.0,35,United-States,<=50K,2025-03-31T22:02:17.000Z
17.0,Private,375657.0,11th,7.0,Never-Married,Handlers-Cleaners,Own-Child,White,Male,0,0.0,30,United-States,<=50K,2025-03-31T22:02:17.000Z
44.0,Private,201599.0,11th,7.0,Never-Married,Machine-Op-Inspct,Unmarried,Black,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
23.0,Private,181820.0,Some-College,10.0,Never-Married,Handlers-Cleaners,Own-Child,White,Male,0,0.0,20,United-States,<=50K,2025-03-31T22:02:17.000Z
30.0,State-Gov,54318.0,11th,7.0,Married-Civ-Spouse,Transport-Moving,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
51.0,Self-Emp-Not-Inc,141388.0,Hs-Grad,9.0,Married-Civ-Spouse,Farming-Fishing,Husband,White,Male,0,0.0,55,United-States,<=50K,2025-03-31T22:02:17.000Z
54.0,Self-Emp-Not-Inc,57101.0,Hs-Grad,9.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,35,United-States,<=50K,2025-03-31T22:02:17.000Z
44.0,Private,168515.0,Some-College,10.0,Divorced,Adm-Clerical,Not-In-Family,White,Female,0,0.0,40,Germany,<=50K,2025-03-31T22:02:17.000Z
60.0,Private,163665.0,Some-College,10.0,Married-Civ-Spouse,Protective-Serv,Husband,White,Male,0,0.0,16,United-States,>50K,2025-03-31T22:02:17.000Z
39.0,Private,293291.0,Hs-Grad,9.0,Married-Civ-Spouse,Machine-Op-Inspct,Husband,White,Male,0,0.0,50,United-States,>50K,2025-03-31T22:02:17.000Z
55.0,Private,70088.0,Masters,14.0,Married-Civ-Spouse,Prof-Specialty,Husband,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
36.0,Private,199346.0,Masters,14.0,Married-Civ-Spouse,Prof-Specialty,Wife,White,Female,0,0.0,50,United-States,>50K,2025-03-31T22:02:17.000Z
33.0,Private,207201.0,Hs-Grad,9.0,Married-Civ-Spouse,Machine-Op-Inspct,Husband,White,Male,0,0.0,55,United-States,>50K,2025-03-31T22:02:17.000Z
40.0,Local-Gov,293809.0,Bachelors,13.0,Married-Civ-Spouse,Prof-Specialty,Husband,White,Male,0,0.0,20,United-States,<=50K,2025-03-31T22:02:17.000Z
30.0,Private,378009.0,Masters,14.0,Married-Civ-Spouse,Exec-Managerial,Husband,White,Male,0,0.0,50,United-States,>50K,2025-03-31T22:02:17.000Z
40.0,Private,226608.0,Some-College,10.0,Divorced,Tech-Support,Not-In-Family,White,Male,0,0.0,30,Guatemala,>50K,2025-03-31T22:02:17.000Z
24.0,Private,314182.0,Hs-Grad,9.0,Never-Married,Transport-Moving,Not-In-Family,White,Female,0,0.0,50,United-States,<=50K,2025-03-31T22:02:17.000Z
18.0,Private,170544.0,11th,7.0,Never-Married,Sales,Own-Child,White,Male,0,0.0,20,United-States,<=50K,2025-03-31T22:02:17.000Z
18.0,Private,94196.0,Hs-Grad,9.0,Never-Married,Handlers-Cleaners,Own-Child,White,Female,0,0.0,25,United-States,<=50K,2025-03-31T22:02:17.000Z
49.0,Private,193047.0,Hs-Grad,9.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,45,United-States,>50K,2025-03-31T22:02:17.000Z
42.0,Private,112607.0,Hs-Grad,9.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,50,United-States,<=50K,2025-03-31T22:02:17.000Z
28.0,Local-Gov,146949.0,Hs-Grad,9.0,Married-Civ-Spouse,Handlers-Cleaners,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
32.0,Private,309513.0,Assoc-Acdm,12.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
48.0,Self-Emp-Not-Inc,191389.0,Some-College,10.0,Separated,Sales,Unmarried,White,Female,0,0.0,50,United-States,<=50K,2025-03-31T22:02:17.000Z
24.0,Private,213902.0,7th-8th,4.0,Never-Married,Priv-House-Serv,Own-Child,White,Female,0,0.0,32,El-Salvador,<=50K,2025-03-31T22:02:17.000Z
73.0,Self-Emp-Not-Inc,46514.0,Hs-Grad,9.0,Married-Civ-Spouse,Sales,Wife,White,Female,0,0.0,25,United-States,<=50K,2025-03-31T22:02:17.000Z
23.0,Private,38707.0,Some-College,10.0,Married-Civ-Spouse,Transport-Moving,Husband,White,Male,0,0.0,60,United-States,>50K,2025-03-31T22:02:17.000Z
19.0,Private,188568.0,Some-College,10.0,Never-Married,Priv-House-Serv,Not-In-Family,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
27.0,Private,215014.0,Hs-Grad,9.0,Married-Civ-Spouse,Sales,Husband,White,Male,0,0.0,35,Mexico,<=50K,2025-03-31T22:02:17.000Z
27.0,Private,184477.0,12th,8.0,Never-Married,Other-Service,Not-In-Family,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
41.0,Self-Emp-Not-Inc,204235.0,Prof-School,15.0,Married-Civ-Spouse,Prof-Specialty,Husband,White,Male,0,0.0,50,United-States,>50K,2025-03-31T22:02:17.000Z
31.0,Private,39054.0,Hs-Grad,9.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,20,United-States,<=50K,2025-03-31T22:02:17.000Z
64.0,Self-Emp-Inc,272531.0,Hs-Grad,9.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
45.0,Private,358701.0,12th,8.0,Never-Married,Other-Service,Own-Child,White,Male,0,0.0,10,Mexico,<=50K,2025-03-31T22:02:17.000Z
47.0,Private,217750.0,Hs-Grad,9.0,Married-Civ-Spouse,Other-Service,Wife,White,Female,0,0.0,35,United-States,<=50K,2025-03-31T22:02:17.000Z
22.0,Private,200374.0,Hs-Grad,9.0,Never-Married,Machine-Op-Inspct,Other-Relative,White,Male,0,0.0,35,United-States,<=50K,2025-03-31T22:02:17.000Z
24.0,Private,498349.0,Bachelors,13.0,Never-Married,Transport-Moving,Unmarried,Black,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
69.0,State-Gov,170458.0,Hs-Grad,9.0,Married-Civ-Spouse,Other-Service,Husband,White,Male,0,0.0,20,United-States,<=50K,2025-03-31T22:02:17.000Z
40.0,Self-Emp-Not-Inc,57233.0,Assoc-Voc,11.0,Married-Civ-Spouse,Exec-Managerial,Husband,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
45.0,Private,188432.0,Hs-Grad,9.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
31.0,Private,225779.0,Hs-Grad,9.0,Never-Married,Machine-Op-Inspct,Not-In-Family,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
48.0,Private,46677.0,Assoc-Acdm,12.0,Divorced,Exec-Managerial,Unmarried,White,Female,0,0.0,42,United-States,<=50K,2025-03-31T22:02:17.000Z
41.0,Private,227968.0,Bachelors,13.0,Married-Civ-Spouse,Prof-Specialty,Wife,Black,Female,0,0.0,35,Haiti,>50K,2025-03-31T22:02:17.000Z
34.0,Private,85355.0,Bachelors,13.0,Never-Married,Adm-Clerical,Own-Child,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
48.0,Private,207120.0,Some-College,10.0,Married-Civ-Spouse,Prof-Specialty,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
20.0,Private,224640.0,Assoc-Acdm,12.0,Never-Married,Exec-Managerial,Own-Child,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
39.0,Private,139012.0,Bachelors,13.0,Married-Civ-Spouse,Adm-Clerical,Husband,Asian-Pac-Islander,Male,0,0.0,40,Philippines,>50K,2025-03-31T22:02:17.000Z
40.0,Federal-Gov,130749.0,Some-College,10.0,Divorced,Exec-Managerial,Not-In-Family,Black,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
28.0,Private,204516.0,10th,6.0,Never-Married,Transport-Moving,Not-In-Family,White,Male,0,0.0,45,United-States,<=50K,2025-03-31T22:02:17.000Z
20.0,Private,105479.0,Some-College,10.0,Never-Married,Sales,Not-In-Family,White,Female,0,0.0,25,United-States,<=50K,2025-03-31T22:02:17.000Z
41.0,Private,197093.0,Bachelors,13.0,Divorced,Prof-Specialty,Not-In-Family,Black,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
49.0,Self-Emp-Inc,431245.0,Some-College,10.0,Married-Civ-Spouse,Sales,Husband,White,Male,0,0.0,50,United-States,>50K,2025-03-31T22:02:17.000Z
24.0,Private,155150.0,Hs-Grad,9.0,Married-Civ-Spouse,Machine-Op-Inspct,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
35.0,State-Gov,216035.0,Hs-Grad,9.0,Married-Civ-Spouse,Protective-Serv,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
22.0,Private,388247.0,Some-College,10.0,Never-Married,Sales,Own-Child,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
23.0,Private,208908.0,Bachelors,13.0,Never-Married,Other-Service,Not-In-Family,White,Female,0,0.0,30,United-States,<=50K,2025-03-31T22:02:17.000Z
23.0,Private,259301.0,Hs-Grad,9.0,Divorced,Exec-Managerial,Unmarried,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
34.0,Private,167893.0,Some-College,10.0,Married-Civ-Spouse,Prof-Specialty,Husband,White,Male,0,0.0,64,United-States,>50K,2025-03-31T22:02:17.000Z
54.0,Private,146551.0,Hs-Grad,9.0,Married-Civ-Spouse,Adm-Clerical,Husband,White,Male,0,0.0,54,United-States,>50K,2025-03-31T22:02:17.000Z
48.0,Private,238360.0,Bachelors,13.0,Separated,Adm-Clerical,Unmarried,Asian-Pac-Islander,Female,0,0.0,40,Philippines,<=50K,2025-03-31T22:02:17.000Z
38.0,Private,187748.0,Bachelors,13.0,Married-Civ-Spouse,Prof-Specialty,Husband,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
48.0,State-Gov,50748.0,Bachelors,13.0,Divorced,Adm-Clerical,Unmarried,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
22.0,Private,50136.0,5th-6th,3.0,Married-Civ-Spouse,Other-Service,Husband,White,Male,0,0.0,40,El-Salvador,<=50K,2025-03-31T22:02:17.000Z
42.0,Private,111483.0,Bachelors,13.0,Married-Civ-Spouse,Tech-Support,Husband,White,Male,0,0.0,50,United-States,>50K,2025-03-31T22:02:17.000Z
31.0,Private,298871.0,Doctorate,16.0,Married-Civ-Spouse,Prof-Specialty,Husband,Asian-Pac-Islander,Male,0,0.0,40,China,<=50K,2025-03-31T22:02:17.000Z
27.0,Private,147340.0,Hs-Grad,9.0,Never-Married,Other-Service,Not-In-Family,White,Female,0,0.0,50,United-States,>50K,2025-03-31T22:02:17.000Z
44.0,Federal-Gov,243636.0,Assoc-Voc,11.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
42.0,Local-Gov,194417.0,Some-College,10.0,Married-Civ-Spouse,Protective-Serv,Husband,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
24.0,Private,236696.0,Bachelors,13.0,Never-Married,Exec-Managerial,Not-In-Family,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
38.0,Private,337130.0,1st-4th,2.0,Married-Spouse-Absent,Craft-Repair,Not-In-Family,White,Male,0,0.0,40,Mexico,<=50K,2025-03-31T22:02:17.000Z
29.0,Private,273051.0,Bachelors,13.0,Married-Civ-Spouse,Exec-Managerial,Husband,White,Male,0,0.0,52,Yugoslavia,>50K,2025-03-31T22:02:17.000Z
38.0,Private,186191.0,Hs-Grad,9.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,55,United-States,<=50K,2025-03-31T22:02:17.000Z
33.0,Private,268451.0,Some-College,10.0,Divorced,Exec-Managerial,Unmarried,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
61.0,Private,154600.0,Hs-Grad,9.0,Married-Civ-Spouse,Other-Service,Wife,White,Female,0,0.0,4,United-States,<=50K,2025-03-31T22:02:17.000Z
49.0,Local-Gov,405309.0,Assoc-Voc,11.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
51.0,Self-Emp-Not-Inc,99185.0,Assoc-Acdm,12.0,Married-Civ-Spouse,Exec-Managerial,Husband,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
42.0,Private,191765.0,Hs-Grad,9.0,Divorced,Other-Service,Other-Relative,Black,Female,0,0.0,35,United-States,<=50K,2025-03-31T22:02:17.000Z
21.0,Private,253583.0,Hs-Grad,9.0,Never-Married,Handlers-Cleaners,Own-Child,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
29.0,Unknown,297054.0,Hs-Grad,9.0,Divorced,Unknown,Not-In-Family,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
54.0,Private,204397.0,Some-College,10.0,Married-Civ-Spouse,Farming-Fishing,Husband,White,Male,0,0.0,50,United-States,<=50K,2025-03-31T22:02:17.000Z
23.0,Private,288771.0,Some-College,10.0,Never-Married,Adm-Clerical,Not-In-Family,White,Female,0,0.0,30,United-States,<=50K,2025-03-31T22:02:17.000Z
52.0,Private,173987.0,10th,6.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
23.0,Private,91658.0,Some-College,10.0,Divorced,Handlers-Cleaners,Own-Child,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
43.0,Private,226902.0,Hs-Grad,9.0,Married-Civ-Spouse,Sales,Husband,White,Male,0,0.0,80,United-States,>50K,2025-03-31T22:02:17.000Z
45.0,Private,232586.0,Some-College,10.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,50,United-States,>50K,2025-03-31T22:02:17.000Z
51.0,Self-Emp-Not-Inc,291755.0,7th-8th,4.0,Married-Civ-Spouse,Exec-Managerial,Husband,White,Male,0,0.0,42,United-States,<=50K,2025-03-31T22:02:17.000Z
29.0,Unknown,207032.0,Hs-Grad,9.0,Married-Spouse-Absent,Unknown,Unmarried,Black,Female,0,0.0,42,Haiti,<=50K,2025-03-31T22:02:17.000Z
23.0,Private,161478.0,Some-College,10.0,Never-Married,Sales,Own-Child,Asian-Pac-Islander,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
73.0,Self-Emp-Not-Inc,109833.0,Bachelors,13.0,Married-Civ-Spouse,Farming-Fishing,Husband,White,Male,0,0.0,30,United-States,<=50K,2025-03-31T22:02:17.000Z
47.0,Self-Emp-Not-Inc,229394.0,11th,7.0,Divorced,Exec-Managerial,Unmarried,White,Female,0,0.0,55,United-States,<=50K,2025-03-31T22:02:17.000Z
61.0,Unknown,69285.0,Hs-Grad,9.0,Married-Civ-Spouse,Unknown,Husband,White,Male,0,0.0,37,United-States,<=50K,2025-03-31T22:02:17.000Z
26.0,Private,491862.0,Assoc-Voc,11.0,Never-Married,Exec-Managerial,Not-In-Family,Black,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
40.0,Private,311534.0,Hs-Grad,9.0,Married-Civ-Spouse,Handlers-Cleaners,Husband,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
32.0,Self-Emp-Not-Inc,420895.0,Bachelors,13.0,Married-Civ-Spouse,Sales,Husband,White,Male,0,0.0,47,United-States,<=50K,2025-03-31T22:02:17.000Z
39.0,Private,226374.0,10th,6.0,Divorced,Other-Service,Unmarried,Black,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
33.0,Federal-Gov,101345.0,Bachelors,13.0,Never-Married,Prof-Specialty,Not-In-Family,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
35.0,Private,48779.0,Hs-Grad,9.0,Married-Civ-Spouse,Farming-Fishing,Husband,White,Male,0,0.0,35,United-States,<=50K,2025-03-31T22:02:17.000Z
42.0,Private,152676.0,Hs-Grad,9.0,Divorced,Exec-Managerial,Own-Child,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
46.0,Private,164877.0,Some-College,10.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,44,United-States,<=50K,2025-03-31T22:02:17.000Z
33.0,Private,97521.0,Hs-Grad,9.0,Never-Married,Adm-Clerical,Own-Child,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
47.0,Private,88564.0,5th-6th,3.0,Never-Married,Machine-Op-Inspct,Own-Child,White,Male,0,0.0,20,United-States,<=50K,2025-03-31T22:02:17.000Z
33.0,Private,188246.0,Bachelors,13.0,Married-Civ-Spouse,Exec-Managerial,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
26.0,Private,189185.0,Hs-Grad,9.0,Divorced,Adm-Clerical,Own-Child,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
42.0,State-Gov,163069.0,Some-College,10.0,Divorced,Adm-Clerical,Unmarried,Black,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
28.0,Private,251905.0,Bachelors,13.0,Married-Civ-Spouse,Prof-Specialty,Husband,White,Male,0,0.0,50,United-States,<=50K,2025-03-31T22:02:17.000Z
29.0,Private,112403.0,5th-6th,3.0,Married-Civ-Spouse,Machine-Op-Inspct,Husband,White,Male,0,0.0,40,Unknown,<=50K,2025-03-31T22:02:17.000Z
18.0,Private,36882.0,12th,8.0,Never-Married,Sales,Own-Child,White,Female,0,0.0,20,United-States,<=50K,2025-03-31T22:02:17.000Z
33.0,Self-Emp-Not-Inc,195891.0,Some-College,10.0,Married-Civ-Spouse,Exec-Managerial,Husband,White,Male,0,0.0,45,United-States,<=50K,2025-03-31T22:02:17.000Z
36.0,Private,194905.0,Bachelors,13.0,Widowed,Prof-Specialty,Unmarried,White,Female,0,0.0,44,United-States,<=50K,2025-03-31T22:02:17.000Z
40.0,Private,31621.0,Hs-Grad,9.0,Married-Spouse-Absent,Adm-Clerical,Unmarried,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
40.0,Private,196029.0,Hs-Grad,9.0,Divorced,Transport-Moving,Unmarried,White,Male,0,0.0,45,United-States,<=50K,2025-03-31T22:02:17.000Z
36.0,Private,107302.0,Hs-Grad,9.0,Married-Civ-Spouse,Tech-Support,Husband,White,Male,0,0.0,50,United-States,<=50K,2025-03-31T22:02:17.000Z
45.0,Private,151267.0,Bachelors,13.0,Never-Married,Adm-Clerical,Not-In-Family,Black,Female,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
52.0,Private,256861.0,Bachelors,13.0,Married-Civ-Spouse,Exec-Managerial,Husband,White,Male,0,0.0,50,United-States,<=50K,2025-03-31T22:02:17.000Z
24.0,Private,82777.0,Hs-Grad,9.0,Separated,Machine-Op-Inspct,Not-In-Family,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
30.0,Private,147430.0,Hs-Grad,9.0,Married-Spouse-Absent,Adm-Clerical,Not-In-Family,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
28.0,Unknown,60726.0,Hs-Grad,9.0,Never-Married,Unknown,Own-Child,Black,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
46.0,Self-Emp-Not-Inc,165754.0,Doctorate,16.0,Never-Married,Prof-Specialty,Not-In-Family,White,Female,0,0.0,45,United-States,<=50K,2025-03-31T22:02:17.000Z
36.0,Private,448337.0,Hs-Grad,9.0,Separated,Sales,Unmarried,Black,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
48.0,Private,185079.0,Hs-Grad,9.0,Never-Married,Exec-Managerial,Not-In-Family,White,Female,0,0.0,50,United-States,<=50K,2025-03-31T22:02:17.000Z
36.0,Private,418702.0,Assoc-Voc,11.0,Divorced,Adm-Clerical,Unmarried,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
48.0,Private,41504.0,Hs-Grad,9.0,Married-Civ-Spouse,Transport-Moving,Husband,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
18.0,Private,261720.0,Hs-Grad,9.0,Never-Married,Adm-Clerical,Not-In-Family,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
38.0,Private,133963.0,Bachelors,13.0,Divorced,Prof-Specialty,Not-In-Family,White,Female,0,0.0,50,United-States,>50K,2025-03-31T22:02:17.000Z
66.0,Unknown,357750.0,11th,7.0,Widowed,Unknown,Not-In-Family,Black,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
38.0,Private,60135.0,Hs-Grad,9.0,Never-Married,Transport-Moving,Not-In-Family,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
55.0,Self-Emp-Not-Inc,308746.0,Prof-School,15.0,Widowed,Prof-Specialty,Not-In-Family,White,Male,0,0.0,55,United-States,>50K,2025-03-31T22:02:17.000Z
27.0,Private,278720.0,Hs-Grad,9.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,45,United-States,>50K,2025-03-31T22:02:17.000Z
22.0,State-Gov,477505.0,Assoc-Acdm,12.0,Never-Married,Adm-Clerical,Not-In-Family,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
29.0,Private,164711.0,Some-College,10.0,Never-Married,Handlers-Cleaners,Other-Relative,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
40.0,Private,208277.0,Some-College,10.0,Never-Married,Exec-Managerial,Unmarried,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
21.0,Private,39943.0,Some-College,10.0,Never-Married,Sales,Own-Child,White,Female,0,0.0,20,United-States,<=50K,2025-03-31T22:02:17.000Z
49.0,Private,104542.0,Hs-Grad,9.0,Divorced,Adm-Clerical,Not-In-Family,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
29.0,Private,286634.0,Bachelors,13.0,Married-Civ-Spouse,Prof-Specialty,Wife,White,Female,0,0.0,50,United-States,>50K,2025-03-31T22:02:17.000Z
28.0,Private,142712.0,Bachelors,13.0,Never-Married,Exec-Managerial,Not-In-Family,White,Male,0,0.0,50,United-States,>50K,2025-03-31T22:02:17.000Z
26.0,Private,336404.0,Hs-Grad,9.0,Married-Civ-Spouse,Protective-Serv,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
33.0,Private,117983.0,Hs-Grad,9.0,Never-Married,Adm-Clerical,Not-In-Family,White,Female,0,0.0,41,United-States,<=50K,2025-03-31T22:02:17.000Z
72.0,Unknown,108796.0,Prof-School,15.0,Married-Civ-Spouse,Unknown,Husband,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
59.0,Private,59469.0,Masters,14.0,Married-Civ-Spouse,Tech-Support,Husband,White,Male,0,0.0,40,Iran,<=50K,2025-03-31T22:02:17.000Z
37.0,Private,171968.0,Assoc-Voc,11.0,Married-Civ-Spouse,Adm-Clerical,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
56.0,Unknown,119254.0,10th,6.0,Divorced,Unknown,Not-In-Family,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
27.0,Private,278617.0,Some-College,10.0,Never-Married,Craft-Repair,Not-In-Family,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
39.0,Private,72338.0,Masters,14.0,Married-Civ-Spouse,Prof-Specialty,Husband,Asian-Pac-Islander,Male,0,0.0,40,Philippines,>50K,2025-03-31T22:02:17.000Z
49.0,Local-Gov,343231.0,Masters,14.0,Never-Married,Prof-Specialty,Not-In-Family,White,Female,0,0.0,80,United-States,<=50K,2025-03-31T22:02:17.000Z
30.0,Private,63910.0,Hs-Grad,9.0,Married-Civ-Spouse,Sales,Own-Child,Asian-Pac-Islander,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
28.0,Private,190350.0,9th,5.0,Married-Civ-Spouse,Protective-Serv,Wife,Black,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
25.0,State-Gov,176162.0,Bachelors,13.0,Never-Married,Protective-Serv,Own-Child,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
18.0,Private,37720.0,10th,6.0,Never-Married,Machine-Op-Inspct,Own-Child,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
25.0,Private,421467.0,Assoc-Acdm,12.0,Never-Married,Handlers-Cleaners,Own-Child,White,Male,0,0.0,26,United-States,<=50K,2025-03-31T22:02:17.000Z
36.0,Private,138441.0,Some-College,10.0,Never-Married,Machine-Op-Inspct,Own-Child,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
52.0,Private,146767.0,Hs-Grad,9.0,Married-Civ-Spouse,Machine-Op-Inspct,Husband,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
25.0,Private,160445.0,Hs-Grad,9.0,Divorced,Craft-Repair,Not-In-Family,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
26.0,Private,211695.0,Bachelors,13.0,Never-Married,Prof-Specialty,Own-Child,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
48.0,Private,128796.0,Assoc-Acdm,12.0,Married-Civ-Spouse,Exec-Managerial,Husband,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
39.0,Private,111129.0,Hs-Grad,9.0,Married-Civ-Spouse,Handlers-Cleaners,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
30.0,Local-Gov,44566.0,Bachelors,13.0,Married-Civ-Spouse,Prof-Specialty,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
26.0,Private,118497.0,Hs-Grad,9.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,60,United-States,<=50K,2025-03-31T22:02:17.000Z
49.0,Private,237920.0,Doctorate,16.0,Married-Civ-Spouse,Sales,Husband,White,Male,0,0.0,60,United-States,<=50K,2025-03-31T22:02:17.000Z
34.0,Local-Gov,136331.0,Bachelors,13.0,Married-Civ-Spouse,Prof-Specialty,Husband,White,Male,0,0.0,60,United-States,<=50K,2025-03-31T22:02:17.000Z
